"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9"
"1" 0.941788238769396 0.94303559161132 0.931739388618243 0.874242633071355 0.874242633071355 0.530896375499194 0.530896375499194 0.889502093418434 0.940011131273244
"2" 0.968880471332815 0.966636599889129 0.942691545255475 0.920091981772414 0.920091981772414 0.943182966276735 0.943182966276735 0.976140940397407 0.973560959427588
"3" 0.791091358025445 0.777185567397124 0.721690257504397 0.38166752884209 0.38166752884209 0.0979818917123089 0.0979818917123089 0.61733384536627 0.739277402880791
"4" 0.848059809245794 0.838915085408247 0.838385519239017 0.558150558205915 0.558150558205915 0.166571465209789 0.166571465209789 0.673439168875263 0.826630129888723
"5" 0.862417562104113 0.858171098637407 0.829474987981335 0.611591626520664 0.611591626520664 0.247715558074238 0.247715558074238 0.659821315624526 0.822256924163912
"6" 0.891780950901494 0.896651754840014 0.895920419613834 0.77090898724697 0.77090898724697 0.599778038297207 0.599778038297207 0.810200131522916 0.881092764530094
"7" 0.718932935098509 0.69587151552555 0.601865669120239 0.277119066934748 0.277119066934748 0 0 0.479028731316257 0.636275150510043
"8" 0.567301800935806 0.55880861218673 0.516374318415762 0.258895951294531 0.258895951294531 0 0 0.212884166666308 0.440423859628693
"9" 0.974053749080424 0.976378164776074 0.953425481203461 0.951641249734212 0.951641249734212 0.878529486736408 0.878529486736408 0.959741796082156 0.973684519846113
"10" 0.776181508446332 0.769844618712694 0.726515222019538 0.504835538358311 0.504835538358311 0.230829787899678 0.230829787899678 0.556043999982459 0.71020574965638
"11" 0.81102378931461 0.809704967971839 0.759563480424507 0.471492375632567 0.471492375632567 0.180948699618706 0.180948699618706 0.623137339345542 0.781955670286222
"12" 0.867908038949544 0.868920815592832 0.855378934702651 0.663592592068375 0.663592592068375 0.291344121762709 0.291344121762709 0.692970386071996 0.839469599267285
"13" 0.0618631140644978 0.0478564255387787 0.0452902210984995 0.00194887522985741 0.00194887522985741 0.00256570313287703 0.00256570313287703 0.0286070584768705 0.106855217066103
"14" 0.834245554362696 0.830055008324814 0.806071965340801 0.600276693055373 0.600276693055373 0.29157255992505 0.29157255992505 0.722933060564152 0.809565935581561
"15" 0.790498552565904 0.779514170475569 0.712965189808391 0.484802248855868 0.484802248855868 0 0 0.605864800490584 0.744235988103851
"16" 0.0821276815085852 0.0618273352350896 0.0533696599546161 0.00458962840329431 0.00458962840329431 0.00713659579639932 0.00713659579639932 0.0349646240869346 0.124235846829482
"17" 0.881054527874689 0.880481746518752 0.85634548706589 0.710052734527515 0.710052734527515 0.338142699351764 0.338142699351764 0.772871397131294 0.868410883630683
"18" 0.0332961563863364 0.0171096599492812 0.0170807358134058 0.000156117597261773 0.000156117597261773 0 0 0.0158500515501823 0.0470669877415187
"19" 0.80775365507647 0.801751424819161 0.745807329059598 0.502931621640457 0.502931621640457 0.101529415624246 0.101529415624246 0.640692678045206 0.764096236312162
"20" 0.519085173584257 0.524316157150109 0.340346581018394 0.105711722489546 0.105711722489546 0.0531217251784435 0.0531217251784435 0.109904216220531 0.38472828375242
"21" 0.150159240422654 0.13002319571863 0.00215835910247506 0.00261403704731681 0.00261403704731681 0 0 0.0591923731237538 0.117280086096468
"22" 0.593861771636603 0.593889030011774 0.433568615646761 0.338114373521176 0.338114373521176 0.0700179159736565 0.0700179159736565 0.358832581072817 0.643014187772123
"23" 0.913511452730061 0.912308000917569 0.873156109458132 0.80083093585348 0.80083093585348 0.699605669047733 0.699605669047733 0.90350591495822 0.919715744086661
"24" 0.00501749720612287 0.0207789417496637 0 0.00318277731069658 0.00318277731069658 0.00333925999117874 0.00333925999117874 0.00324801937409953 0.00551525790002496
"25" 0.388945068915337 0.317162704660097 0.328877131134623 0.0627905724309513 0.0627905724309513 0 0 0.0183215097670328 0.244965058609755
"26" 0.0387027265483907 0.0820501804302245 0.00876081592029442 0.0263091483658121 0.0263091483658121 0 0 0.0139767131121486 0.0431937282785526
"27" 0.0150471299201433 0.0380077932897021 0.0269971768940941 0.0326530143132274 0.0326530143132274 0 0 0.00431944045377443 0.0390684999354821
"28" 0.234989803045386 0.325963216093054 0.0879712580466501 0.021793248321767 0.021793248321767 0.00827823718347305 0.00827823718347305 0.0387170914565685 0.143614694044704
"29" 0.180563144101134 0.290607900965637 0.0787627759189256 0.0283634072320238 0.0283634072320238 0 0 0.0198834409665465 0.201274823149686
"30" 0.657657691834811 0.667037644561378 0.544417885111507 0.281815821088525 0.281815821088525 0.0594016694799086 0.0594016694799086 0.368684963866435 0.623588968853444
"31" 0.0449028136602356 0.0181168673227991 0.00900821687685946 0 0 0 0 0 0.0041133213102027
"32" 0.0996892212041543 0.0404372938357584 0.0194267636467849 0 0 0 0 0 0.0440465231189743
"33" 0.912486839606238 0.905852270377276 0.877717149155666 0.824316383619364 0.824316383619364 0.775010829187755 0.775010829187755 0.899860166882434 0.916063241339552
"34" 0.693329001715157 0.70206020072909 0.62450939708531 0.260064112761149 0.260064112761149 0.129880737127008 0.129880737127008 0.282876342781837 0.58294647489633
"35" 0 0 0.000350277195564467 0 0 0.00028212405624183 0.00028212405624183 0 0
