"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9"
"1" 0.0420552511293536 0.0417589148815967 0.0450433680818474 0.0939311152763504 0.0939311152763504 0.35098468523117 0.35098468523117 0.0825691022321804 0.0447017200562598
"2" 0.014643119825684 0.0163264677028131 0.0169293220452146 0.0451065569241771 0.0451065569241771 0.0295242844308723 0.0295242844308723 0.011948569872675 0.0138462856793098
"3" 0.181166213833425 0.18907510684364 0.231751807861794 0.510281728106895 0.510281728106895 0.800335964139388 0.800335964139388 0.339349469099543 0.216926730553714
"4" 0.0805525460567221 0.0849525624431518 0.108440060862851 0.229377580390575 0.229377580390575 0.45885197644285 0.45885197644285 0.172059024895376 0.0924021710079141
"5" 0.0854668376682881 0.0901113055021482 0.119538793526921 0.247141933294524 0.247141933294524 0.475880574793235 0.475880574793235 0.212509671956081 0.110888606013574
"6" 0.04970618368697 0.0503848445203182 0.0599644851056313 0.0974278527719958 0.0974278527719958 0.169008897674835 0.169008897674835 0.0788720757468849 0.0518093333492999
"7" 0.272256627784017 0.29531570367159 0.375327804934003 0.705463111516867 0.705463111516867 0.969510481546974 0.969510481546974 0.505259194664227 0.348207484803346
"8" 0.359779633623884 0.371953045329697 0.438664069134638 0.612819537763418 0.612819537763418 0.765349804311388 0.765349804311388 0.647677757688237 0.459264830158416
"9" 0 0 0 0 0 0 0 0 0
"10" 0.181119224341225 0.188035014850129 0.227376484953052 0.381492412209875 0.381492412209875 0.630543998195952 0.630543998195952 0.359934283627485 0.233910584066403
"11" 0.141121826237734 0.143584868352169 0.191275015295216 0.372889583687535 0.372889583687535 0.624580270559159 0.624580270559159 0.283172213780783 0.161928194086349
"12" 0.0721029877067225 0.0757193454441791 0.0942776445973528 0.195850475176769 0.195850475176769 0.416951534144826 0.416951534144826 0.164896885117971 0.087471912494984
"13" 0.925846909594018 0.940863359751411 0.918625137944014 0.990042163636316 0.990042163636316 0.989519820877683 0.989519820877683 0.963455939912737 0.88507533832452
"14" 0.125246052793295 0.129873537117953 0.150148140700956 0.296308431040097 0.296308431040097 0.549366256328431 0.549366256328431 0.213302622822985 0.142899588810216
"15" 0.178964563428846 0.188945762934705 0.238559341638527 0.428586202556311 0.428586202556311 0.855004837499311 0.855004837499311 0.339181268325664 0.218495431888083
"16" 0.913685242481939 0.934925468433611 0.913792496316455 0.995173495129102 0.995173495129102 0.992462140291124 0.992462140291124 0.964514024828807 0.874884862844138
"17" 0.0770960043632689 0.0803530150303121 0.0977999154219962 0.181010480131222 0.181010480131222 0.417164253891799 0.417164253891799 0.142083668423394 0.0833782291081238
"18" 0.960849604036048 0.978987033139054 0.947189784422766 0.998206315883566 0.998206315883566 0.996411188037895 0.996411188037895 0.982147179896988 0.950741040924291
"19" 0.153724833342188 0.157445988379686 0.205453816303889 0.365803401387147 0.365803401387147 0.73489009960677 0.73489009960677 0.29353461341447 0.184250007733788
"20" 0.413657859852811 0.410665214594729 0.606077463188167 0.778716041331062 0.778716041331062 0.823828740600466 0.823828740600466 0.774486769680859 0.534059245187663
"21" 0.776754048099325 0.777690421480331 0.92765405431846 0.914230686712913 0.914230686712913 0.916063701300386 0.916063701300386 0.861679609847963 0.763462198290341
"22" 0.377057209672697 0.379234428237928 0.516089245582336 0.619542718485761 0.619542718485761 0.868890734568619 0.868890734568619 0.597892380264745 0.332150561540614
"23" 0.0709760987163026 0.0726211368138894 0.08397437647671 0.172716308387199 0.172716308387199 0.263652508883639 0.263652508883639 0.0845543870433943 0.0693365713869865
"24" 0.987047036233628 0.97341737800524 0.964255853633242 0.993525759791432 0.993525759791432 0.992858713193669 0.992858713193669 0.992825343592447 0.990260232927745
"25" 0.604997774475911 0.67402172155126 0.633080479766259 0.930453849371759 0.930453849371759 0.976225641991965 0.976225641991965 0.976247964324257 0.751545315028742
"26" 0.914978474857458 0.872840852974209 0.953353354794604 0.931445962364982 0.931445962364982 0.955840570586765 0.955840570586765 0.942603286373084 0.913977439296902
"27" 0.975057760821244 0.950818888699123 0.938194888234746 0.962121869297246 0.962121869297246 0.987233618886151 0.987233618886151 0.994065280545013 0.956259201294324
"28" 0.704360232009238 0.624341656922494 0.865820990370571 0.915118623802181 0.915118623802181 0.92782004947924 0.92782004947924 0.899166497007439 0.785160507726391
"29" 0.692091832788859 0.625971299347933 0.84588666770153 0.883047759960697 0.883047759960697 0.90814500911041 0.90814500911041 0.890704028334243 0.719414636399805
"30" 0.311552227940879 0.303356321116094 0.407706155542107 0.662527378029872 0.662527378029872 0.867455306143831 0.867455306143831 0.582328295714465 0.347193872435856
"31" 0.889262347503139 0.915300069447781 0.952135755471923 0.932011247537653 0.932011247537653 0.934526988029405 0.934526988029405 0.930092205558894 0.922096495153846
"32" 0.8249109307091 0.881747782795853 0.939224573847321 0.920177462341327 0.920177462341327 0.920026194106283 0.920026194106283 0.918513619798942 0.872184343069702
"33" 0.0746804033891525 0.0808007520618052 0.0822807202333649 0.16093044957361 0.16093044957361 0.206002204395961 0.206002204395961 0.0911905506405375 0.0752787762620754
"34" 0.26234817766076 0.255878152504184 0.329904679685447 0.642452265223919 0.642452265223919 0.755525663325011 0.755525663325011 0.621249643498338 0.356838600750066
"35" 0.981894622575167 0.988517462519149 0.964276630227138 0.99145683960934 0.99145683960934 0.991028890165801 0.991028890165801 0.990538205909554 0.987300993036459
"36" 0.129204756708579 0.130253293821511 0.192708198090014 0.360382810772525 0.360382810772525 0.498828749245798 0.498828749245798 0.227786916794799 0.128438440383886
"37" 0.504922551654597 0.677578408068174 0.742577935134752 0.894201205387309 0.894201205387309 0.948958076474932 0.948958076474932 0.670928888501102 0.491514656609486
"38" 0.367889061287273 0.389091461028298 0.565972342400227 0.794110197850039 0.794110197850039 0.780803733586341 0.780803733586341 0.499813427533497 0.397185371595337
"39" 0.991124472709387 0.977479684256533 0.961548679083777 0.99890170332298 0.99890170332298 0.998684215445545 0.998684215445545 0.998459747721668 0.994975889244775
"40" 0.970078831391259 0.970264698807352 0.959754683162257 0.992271143880763 0.992271143880763 0.993524888550951 0.993524888550951 0.989460391722997 0.948467380491116
"41" 0.817999020718994 0.839134121078566 0.929796832658607 0.891215208396105 0.891215208396105 0.892069970299991 0.892069970299991 0.891285895863233 0.851411515818683
"42" 0.0439567006574182 0.044250301104241 0.0511343496458081 0.0942767770972881 0.0942767770972881 0.231185219876674 0.231185219876674 0.0693325654462092 0.0464218702379673
"43" 0.278759337861916 0.271662270733982 0.389182924203219 0.590515230769358 0.590515230769358 0.629220744998929 0.629220744998929 0.460435853391029 0.328564593397857
"44" 0.0147592793330759 0.0156403948938521 0.017848174598468 0.0274779146153567 0.0274779146153567 0.0391281866753668 0.0391281866753668 0.0172004366584103 0.0146899276023043
"45" 0.994147267293961 0.995418146626235 0.963807118271338 0.999401297009538 0.999401297009538 0.998149184281478 0.998149184281478 0.999118565347269 0.998590042726326
"46" 0.0699260140828599 0.0733828674139596 0.0773642668966816 0.128386075989143 0.128386075989143 0.339232406182892 0.339232406182892 0.126073427081828 0.0764598040648537
"47" 0.248495507964869 0.266837451371905 0.318914741242229 0.639951455835994 0.639951455835994 0.800230846605639 0.800230846605639 0.482177695553909 0.252905672664977
"48" 0.141625532582281 0.147996459429272 0.19693223533601 0.401421467092555 0.401421467092555 0.631400986004897 0.631400986004897 0.315980727144456 0.172404926984226
"49" 0.987869589733688 0.961952911641226 0.951563767189769 0.973800813016301 0.973800813016301 0.98479647960367 0.98479647960367 0.955886885129436 0.98810326328066
"50" 0.93110294383362 0.969893131354331 0.983964169577134 0.997727610904275 0.997727610904275 0.997837415607201 0.997837415607201 0.997464332709645 0.978423336635018
"51" 0.0661253402954727 0.0678315079583931 0.0937364304026633 0.177801299358014 0.177801299358014 0.273048516566221 0.273048516566221 0.0837617584707926 0.0642055253749529
"52" 0.196688110668283 0.19653901554462 0.241518532490714 0.333726351851329 0.333726351851329 0.491920139758688 0.491920139758688 0.387422750536868 0.233909537871811
"53" 0.0494529337484125 0.0498686861299143 0.0625008265725453 0.121520539530072 0.121520539530072 0.335821455724822 0.335821455724822 0.0972698958429003 0.0521634195402729
"54" 0.744739929895308 0.738407967627773 0.904680163706278 0.90691717646434 0.90691717646434 0.903577679399331 0.903577679399331 0.891719769250398 0.799209756237957
"55" 0.303917402992625 0.307168255843899 0.440120178791225 0.698366362522422 0.698366362522422 0.721014561769522 0.721014561769522 0.60235831833169 0.384936001129301
"56" 0.0375555671580021 0.0393180641284166 0.0487261714523468 0.108640452922305 0.108640452922305 0.264610764769399 0.264610764769399 0.0488527639464754 0.0380597008705594
"57" 0.207779875943376 0.225630091446499 0.250747816768311 0.618630879635631 0.618630879635631 0.905641482929382 0.905641482929382 0.375459518966421 0.226177071360332
"58" 0.944706855553959 0.934916214463198 0.982195082203461 0.997485683331875 0.997485683331875 0.998274973414187 0.998274973414187 0.997625629869158 0.994466621286363
"59" 0.400080333963554 0.373474108728999 0.469480690998776 0.73692193444627 0.73692193444627 0.753359435835448 0.753359435835448 0.661018172370372 0.468491984874984
"60" 0.401027527295524 0.412899214489692 0.472547265957512 0.811393054475405 0.811393054475405 0.796745532929106 0.796745532929106 0.709873624810949 0.506139891331077
"61" 0.417664798358933 0.427000845283246 0.474640530939907 0.814913315906559 0.814913315906559 0.837262519196681 0.837262519196681 0.757285317699984 0.509021316152342
"62" 0.190386673707061 0.200357653138225 0.262290511197526 0.535250338223658 0.535250338223658 0.778870910278228 0.778870910278228 0.376159057691475 0.234998255245349
"63" 0.0190363788084311 0.0201159322370083 0.0233270586364724 0.0338827321923064 0.0338827321923064 0.0508880429832245 0.0508880429832245 0.0204014533313063 0.0186985451745817
"64" 0.911468866152657 0.965461956572089 0.957659314372945 0.985208588559079 0.985208588559079 0.984451702814878 0.984451702814878 0.956433947945842 0.924964111953001
"65" 0.990147784661037 0.993836081787348 0.963495104333226 0.994107346983535 0.994107346983535 0.999075200418685 0.999075200418685 0.994480156757049 0.986166309291883
"66" 0.183758040100807 0.192623241101735 0.22808828318862 0.511896400317718 0.511896400317718 0.672125603436256 0.672125603436256 0.375148242844241 0.220916971671268
"67" 0.1490219646682 0.156534216233771 0.195858982517482 0.333891864353362 0.333891864353362 0.545922400058732 0.545922400058732 0.326964019476362 0.181577780586913
"68" 0.967831660869916 0.980356704050869 0.961993113772579 0.986810597098102 0.986810597098102 0.987037211877391 0.987037211877391 0.984957856801143 0.970730312681552
"69" 0.033718430455836 0.0326097884003143 0.0372647985929059 0.0752880989055112 0.0752880989055112 0.0934319486332422 0.0934319486332422 0.0425012995257048 0.0357134493496827
"70" 0.030977382268284 0.0305706359932492 0.0337588862399347 0.0658581041095923 0.0658581041095923 0.0906138827265172 0.0906138827265172 0.0346495507928262 0.0308017436830198
"71" 0.997153648946044 0.998259139280514 0.983979825908689 0.99993095187844 0.99993095187844 0.999844339030871 0.999844339030871 0.999782825841704 0.995489819206471
"72" 0.0149800364196947 0.0160240673020326 0.0160333420187339 0.0267327893547941 0.0267327893547941 0.0363585883764114 0.0363585883764114 0.0177865731915433 0.0153287431140116
"73" 0.675026472396184 0.791471423780429 0.862256133971453 0.919104273449676 0.919104273449676 0.932469777639648 0.932469777639648 0.773157416032791 0.653068808756125
"74" 0 0 0 0 0 0 0 0 0
"75" 0.285249154416656 0.283865754896442 0.354381800194923 0.537885187387799 0.537885187387799 0.852445482974561 0.852445482974561 0.468724332064702 0.311993302085148
"76" 0.363023817322527 0.352512996150084 0.481521233391813 0.711314163891975 0.711314163891975 0.817579338355118 0.817579338355118 0.600313808704984 0.390252614301386
"77" 0.502413186605462 0.486481379826574 0.645680821924858 0.761695989804253 0.761695989804253 0.84747916284832 0.84747916284832 0.674531750657297 0.520803909357701
"78" 0.928806760435535 0.949811625814669 0.937533747743801 0.989190995856901 0.989190995856901 0.989344992507735 0.989344992507735 0.96324611043182 0.883813129707225
"79" 0.587971013458711 0.555796381418776 0.73751626060999 0.925363350565541 0.925363350565541 0.931573093738061 0.931573093738061 0.842132120281849 0.629567177134947
"80" 0.512990569860397 0.526845026579661 0.610291465876268 0.94894705797807 0.94894705797807 0.987341795066772 0.987341795066772 0.792990811070136 0.541955556509854
"81" 0.350024648933784 0.374980385897484 0.496974221145734 0.791908275407022 0.791908275407022 0.834437430824114 0.834437430824114 0.649180717521074 0.347995800640967
"82" 0.711434984498677 0.727852705537224 0.815597368023428 0.961431173063756 0.961431173063756 0.970814380065231 0.970814380065231 0.894170696489602 0.785434329946667
"83" 0.510564205497568 0.60544843922103 0.743670716562187 0.850927297821772 0.850927297821772 0.974881217781374 0.974881217781374 0.726451311939965 0.476371263397527
